# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2529913	2530071	+	WP_013117488.1	WP_013117488.1		hypothetical protein			CFLA_RS20475	159	52	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2530073	2532700	+							CFLA_RS19750	2628		old_locus_tag=Cfla_2264
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2530073	2532700	+	WP_013117489.1	WP_013117489.1		hypothetical protein			CFLA_RS19750	2628	875	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2532723	2533178	+							CFLA_RS11455	456		old_locus_tag=Cfla_2265
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2532723	2533178	+	WP_013117490.1	WP_013117490.1		phage tail protein			CFLA_RS11455	456	151	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2533185	2534042	+							CFLA_RS11460	858		old_locus_tag=Cfla_2266
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2533185	2534042	+	WP_013117491.1	WP_013117491.1		LysM peptidoglycan-binding domain-containing protein			CFLA_RS11460	858	285	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2534029	2535861	+							CFLA_RS11465	1833		old_locus_tag=Cfla_2267
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2534029	2535861	+	WP_013117492.1	WP_013117492.1		VgrG-related protein			CFLA_RS11465	1833	610	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2535878	2536297	+							CFLA_RS11470	420		old_locus_tag=Cfla_2268
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2535878	2536297	+	WP_013117493.1	WP_013117493.1		GPW/gp25 family protein			CFLA_RS11470	420	139	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2536299	2538242	+							CFLA_RS11475	1944		old_locus_tag=Cfla_2269
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2536299	2538242	+	WP_013117494.1	WP_013117494.1		putative baseplate assembly protein			CFLA_RS11475	1944	647	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2538244	2538783	+							CFLA_RS11480	540		old_locus_tag=Cfla_2270
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2538244	2538783	+	WP_013117495.1	WP_013117495.1		phage tail protein			CFLA_RS11480	540	179	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2538780	2540075	+							CFLA_RS11485	1296		old_locus_tag=Cfla_2271
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2538780	2540075	+	WP_013117496.1	WP_013117496.1		zinc-ribbon domain-containing protein			CFLA_RS11485	1296	431	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2540002	2542779	-							CFLA_RS11490	2778		old_locus_tag=Cfla_2272
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2540002	2542779	-	WP_013117497.1	WP_013117497.1		winged helix-turn-helix domain-containing protein			CFLA_RS11490	2778	925	
gene	tRNA	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543034	2543106	-							CFLA_RS11495	73		old_locus_tag=Cfla_R0039
tRNA		GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543034	2543106	-				tRNA-Ala			CFLA_RS11495	73		anticodon=GGC
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543232	2543930	-							CFLA_RS11500	699		old_locus_tag=Cfla_2273
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543232	2543930	-	WP_013117498.1	WP_013117498.1		histidine phosphatase family protein			CFLA_RS11500	699	232	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543927	2544310	-					rsfS		CFLA_RS11505	384		old_locus_tag=Cfla_2274
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2543927	2544310	-	WP_013117499.1	WP_013117499.1		ribosome silencing factor	rsfS		CFLA_RS11505	384	127	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2544378	2545652	-							CFLA_RS20050	1275		
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2544378	2545652	-	WP_148234348.1	WP_148234348.1		hypothetical protein			CFLA_RS20050	1275	424	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2545645	2546217	-					nadD		CFLA_RS11520	573		old_locus_tag=Cfla_2277
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2545645	2546217	-	WP_043599013.1	WP_043599013.1		nicotinate-nucleotide adenylyltransferase	nadD		CFLA_RS11520	573	190	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2546265	2546420	-							CFLA_RS20480	156		old_locus_tag=Cfla_2278
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2546265	2546420	-	WP_013117503.1	WP_013117503.1		hypothetical protein			CFLA_RS20480	156	51	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2546550	2547854	-							CFLA_RS11525	1305		old_locus_tag=Cfla_2279
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2546550	2547854	-	WP_013117504.1	WP_013117504.1		glutamate-5-semialdehyde dehydrogenase			CFLA_RS11525	1305	434	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2547934	2549082	-					proB		CFLA_RS11530	1149		old_locus_tag=Cfla_2280
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2547934	2549082	-	WP_013117505.1	WP_013117505.1		glutamate 5-kinase	proB		CFLA_RS11530	1149	382	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2549144	2550661	-					obgE		CFLA_RS11535	1518		old_locus_tag=Cfla_2281
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2549144	2550661	-	WP_013117506.1	WP_013117506.1		GTPase ObgE	obgE		CFLA_RS11535	1518	505	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2550769	2551023	-					rpmA		CFLA_RS11540	255		old_locus_tag=Cfla_2282
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2550769	2551023	-	WP_013117507.1	WP_013117507.1		50S ribosomal protein L27	rpmA		CFLA_RS11540	255	84	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2551082	2551390	-					rplU		CFLA_RS11545	309		old_locus_tag=Cfla_2283
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2551082	2551390	-	WP_222836805.1	WP_222836805.1		50S ribosomal protein L21	rplU		CFLA_RS11545	309	102	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2551698	2555042	-							CFLA_RS11550	3345		old_locus_tag=Cfla_2284
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2551698	2555042	-	WP_148234349.1	WP_148234349.1		Rne/Rng family ribonuclease			CFLA_RS11550	3345	1114	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2555509	2557032	+							CFLA_RS11555	1524		old_locus_tag=Cfla_2285
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2555509	2557032	+	WP_013117510.1	WP_013117510.1		cytochrome ubiquinol oxidase subunit I			CFLA_RS11555	1524	507	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2557043	2558092	+					cydB		CFLA_RS11560	1050		old_locus_tag=Cfla_2286
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2557043	2558092	+	WP_013117511.1	WP_013117511.1		cytochrome d ubiquinol oxidase subunit II	cydB		CFLA_RS11560	1050	349	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2558112	2559791	+					cydD		CFLA_RS11565	1680		old_locus_tag=Cfla_2287
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2558112	2559791	+	WP_013117512.1	WP_013117512.1		thiol reductant ABC exporter subunit CydD	cydD		CFLA_RS11565	1680	559	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2559788	2561584	+					cydC		CFLA_RS11570	1797		old_locus_tag=Cfla_2288
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2559788	2561584	+	WP_013117513.1	WP_013117513.1		thiol reductant ABC exporter subunit CydC	cydC		CFLA_RS11570	1797	598	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2561581	2563353	+							CFLA_RS11575	1773		old_locus_tag=Cfla_2289
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2561581	2563353	+	WP_013117514.1	WP_013117514.1		GAF domain-containing protein			CFLA_RS11575	1773	590	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2563409	2564035	-							CFLA_RS11580	627		old_locus_tag=Cfla_2290
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2563409	2564035	-	WP_013117515.1	WP_013117515.1		response regulator transcription factor			CFLA_RS11580	627	208	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2564121	2565068	+							CFLA_RS11585	948		old_locus_tag=Cfla_2291
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2564121	2565068	+	WP_043600620.1	WP_043600620.1		phosphoglycerate dehydrogenase			CFLA_RS11585	948	315	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2565166	2566140	-					mutM		CFLA_RS11590	975		old_locus_tag=Cfla_2292
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2565166	2566140	-	WP_013117517.1	WP_013117517.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		CFLA_RS11590	975	324	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2566144	2566866	-					rnc		CFLA_RS11595	723		old_locus_tag=Cfla_2293
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2566144	2566866	-	WP_013117518.1	WP_013117518.1		ribonuclease III	rnc		CFLA_RS11595	723	240	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2566913	2567110	-					rpmF		CFLA_RS11600	198		old_locus_tag=Cfla_2294
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2566913	2567110	-	WP_013117519.1	WP_013117519.1		50S ribosomal protein L32	rpmF		CFLA_RS11600	198	65	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2567113	2567652	-							CFLA_RS11605	540		old_locus_tag=Cfla_2295
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2567113	2567652	-	WP_245530370.1	WP_245530370.1		DUF177 domain-containing protein			CFLA_RS11605	540	179	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2567907	2568407	-							CFLA_RS11610	501		old_locus_tag=Cfla_2296
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2567907	2568407	-	WP_013117521.1	WP_013117521.1		hypothetical protein			CFLA_RS11610	501	166	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2568404	2568910	-					coaD		CFLA_RS11615	507		old_locus_tag=Cfla_2297
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2568404	2568910	-	WP_043600622.1	WP_043600622.1		pantetheine-phosphate adenylyltransferase	coaD		CFLA_RS11615	507	168	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2568973	2569596	+							CFLA_RS11620	624		old_locus_tag=Cfla_2298
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2568973	2569596	+	WP_013117523.1	WP_013117523.1		GNAT family N-acetyltransferase			CFLA_RS11620	624	207	
gene	pseudogene	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2569699	2570235	+							CFLA_RS19560	537		partial;pseudo;old_locus_tag=Cfla_2299
CDS	without_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2569699	2570235	+				alpha/beta hydrolase			CFLA_RS19560	537		partial;pseudo
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2570216	2571442	+							CFLA_RS20925	1227		old_locus_tag=Cfla_2300
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2570216	2571442	+	WP_013117524.1	WP_013117524.1		saccharopine dehydrogenase NADP-binding domain-containing protein			CFLA_RS20925	1227	408	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2571460	2572038	-					rsmD		CFLA_RS11635	579		old_locus_tag=Cfla_2301
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2571460	2572038	-	WP_013117525.1	WP_013117525.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		CFLA_RS11635	579	192	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2572035	2573669	-							CFLA_RS11640	1635		old_locus_tag=Cfla_2302
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2572035	2573669	-	WP_013117526.1	WP_013117526.1		DUF6297 family protein			CFLA_RS11640	1635	544	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2573666	2574352	-							CFLA_RS11645	687		old_locus_tag=Cfla_2303
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2573666	2574352	-	WP_013117527.1	WP_013117527.1		ABC transporter ATP-binding protein			CFLA_RS11645	687	228	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2574378	2576621	-							CFLA_RS11650	2244		old_locus_tag=Cfla_2304
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2574378	2576621	-	WP_013117528.1	WP_013117528.1		ATP-dependent DNA helicase RecG			CFLA_RS11650	2244	747	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2576623	2578080	-							CFLA_RS19060	1458		old_locus_tag=Cfla_2305
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2576623	2578080	-	WP_013117529.1	WP_013117529.1		DAK2 domain-containing protein			CFLA_RS19060	1458	485	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2578413	2578604	+					rpmB		CFLA_RS11660	192		old_locus_tag=Cfla_2306
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2578413	2578604	+	WP_013117530.1	WP_013117530.1		50S ribosomal protein L28	rpmB		CFLA_RS11660	192	63	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2578722	2579246	+							CFLA_RS11665	525		old_locus_tag=Cfla_2307
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2578722	2579246	+	WP_013117531.1	WP_013117531.1		GNAT family N-acetyltransferase			CFLA_RS11665	525	174	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2579272	2580255	-							CFLA_RS11670	984		old_locus_tag=Cfla_2308
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2579272	2580255	-	WP_013117532.1	WP_013117532.1		thiamine-phosphate kinase			CFLA_RS11670	984	327	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2580341	2580808	+							CFLA_RS11675	468		old_locus_tag=Cfla_2309
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2580341	2580808	+	WP_013117533.1	WP_013117533.1		DUF3515 family protein			CFLA_RS11675	468	155	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2580819	2581907	-							CFLA_RS11680	1089		old_locus_tag=Cfla_2310
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2580819	2581907	-	WP_245530371.1	WP_245530371.1		D-alanine--D-alanine ligase			CFLA_RS11680	1089	362	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2582067	2583296	+							CFLA_RS11685	1230		old_locus_tag=Cfla_2311
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2582067	2583296	+	WP_052302716.1	WP_052302716.1		PLP-dependent transferase			CFLA_RS11685	1230	409	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2583355	2584386	-							CFLA_RS11690	1032		old_locus_tag=Cfla_2312
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2583355	2584386	-	WP_013117536.1	WP_013117536.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			CFLA_RS11690	1032	343	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2584383	2585111	-							CFLA_RS11695	729		old_locus_tag=Cfla_2313
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2584383	2585111	-	WP_013117537.1	WP_013117537.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			CFLA_RS11695	729	242	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2585148	2586479	-					murA		CFLA_RS11700	1332		old_locus_tag=Cfla_2314
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2585148	2586479	-	WP_013117538.1	WP_013117538.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		CFLA_RS11700	1332	443	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2586635	2587303	-					leuD		CFLA_RS11705	669		old_locus_tag=Cfla_2315
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2586635	2587303	-	WP_013117539.1	WP_013117539.1		3-isopropylmalate dehydratase small subunit	leuD		CFLA_RS11705	669	222	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2587334	2588797	-					leuC		CFLA_RS11710	1464		old_locus_tag=Cfla_2316
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2587334	2588797	-	WP_013117540.1	WP_013117540.1		3-isopropylmalate dehydratase large subunit	leuC		CFLA_RS11710	1464	487	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2588916	2589635	+							CFLA_RS11715	720		old_locus_tag=Cfla_2317
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2588916	2589635	+	WP_013117541.1	WP_013117541.1		IclR family transcriptional regulator			CFLA_RS11715	720	239	
gene	tRNA	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2589860	2589932	-							CFLA_RS11720	73		old_locus_tag=Cfla_R0040
tRNA		GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2589860	2589932	-				tRNA-Glu			CFLA_RS11720	73		anticodon=CTC
gene	tRNA	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590076	2590147	-							CFLA_RS11725	72		old_locus_tag=Cfla_R0041
tRNA		GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590076	2590147	-				tRNA-Gln			CFLA_RS11725	72		anticodon=CTG
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590312	2590770	-							CFLA_RS11730	459		old_locus_tag=Cfla_2318
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590312	2590770	-	WP_013117542.1	WP_013117542.1		hypothetical protein			CFLA_RS11730	459	152	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590800	2592044	-							CFLA_RS11735	1245		old_locus_tag=Cfla_2319
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2590800	2592044	-	WP_043599014.1	WP_043599014.1		hypothetical protein			CFLA_RS11735	1245	414	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2592046	2592711	-							CFLA_RS11740	666		old_locus_tag=Cfla_2320
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2592046	2592711	-	WP_013117544.1	WP_013117544.1		hypothetical protein			CFLA_RS11740	666	221	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2592894	2593118	+							CFLA_RS11745	225		old_locus_tag=Cfla_2321
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2592894	2593118	+	WP_013117545.1	WP_013117545.1		helix-turn-helix domain-containing protein			CFLA_RS11745	225	74	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2593163	2593726	-							CFLA_RS11750	564		old_locus_tag=Cfla_2322
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2593163	2593726	-	WP_245530239.1	WP_245530239.1		hypothetical protein			CFLA_RS11750	564	187	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2593823	2594752	+							CFLA_RS20485	930		old_locus_tag=Cfla_2323
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2593823	2594752	+	WP_013117547.1	WP_013117547.1		LysM peptidoglycan-binding domain-containing protein			CFLA_RS20485	930	309	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2594749	2595411	+							CFLA_RS19065	663		old_locus_tag=Cfla_2324
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2594749	2595411	+	WP_013117548.1	WP_013117548.1		Rv3235 family protein			CFLA_RS19065	663	220	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2595486	2598287	-					secA		CFLA_RS11765	2802		old_locus_tag=Cfla_2325
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2595486	2598287	-	WP_013117549.1	WP_013117549.1		preprotein translocase subunit SecA	secA		CFLA_RS11765	2802	933	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2598408	2599694	-							CFLA_RS11770	1287		old_locus_tag=Cfla_2326
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2598408	2599694	-	WP_013117550.1	WP_013117550.1		winged helix DNA-binding domain-containing protein			CFLA_RS11770	1287	428	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2599750	2600832	-							CFLA_RS11775	1083		old_locus_tag=Cfla_2327
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2599750	2600832	-	WP_222836752.1	WP_222836752.1		endo-1,4-beta-xylanase			CFLA_RS11775	1083	360	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2601441	2602070	-					raiA		CFLA_RS11780	630		old_locus_tag=Cfla_2328
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2601441	2602070	-	WP_013117552.1	WP_013117552.1		ribosome-associated translation inhibitor RaiA	raiA		CFLA_RS11780	630	209	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2602155	2603036	-							CFLA_RS11785	882		old_locus_tag=Cfla_2329
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2602155	2603036	-	WP_245530240.1	WP_245530240.1		phosphoribosyltransferase			CFLA_RS11785	882	293	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2603158	2604828	-							CFLA_RS11790	1671		old_locus_tag=Cfla_2330
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2603158	2604828	-	WP_013117554.1	WP_013117554.1		LpqB family beta-propeller domain-containing protein			CFLA_RS11790	1671	556	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2604825	2606594	-					mtrB		CFLA_RS11795	1770		old_locus_tag=Cfla_2331
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2604825	2606594	-	WP_013117555.1	WP_013117555.1		MtrAB system histidine kinase MtrB	mtrB		CFLA_RS11795	1770	589	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2606641	2607324	-					mtrA		CFLA_RS11800	684		old_locus_tag=Cfla_2332
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2606641	2607324	-	WP_013117556.1	WP_013117556.1		MtrAB system response regulator MtrA	mtrA		CFLA_RS11800	684	227	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2607485	2608663	+							CFLA_RS11805	1179		old_locus_tag=Cfla_2333
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2607485	2608663	+	WP_013117557.1	WP_013117557.1		hypothetical protein			CFLA_RS11805	1179	392	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2608679	2609302	+							CFLA_RS11810	624		old_locus_tag=Cfla_2334
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2608679	2609302	+	WP_013117558.1	WP_013117558.1		DUF4129 domain-containing protein			CFLA_RS11810	624	207	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2609299	2610489	+							CFLA_RS11815	1191		old_locus_tag=Cfla_2335
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2609299	2610489	+	WP_013117559.1	WP_013117559.1		DUF4350 domain-containing protein			CFLA_RS11815	1191	396	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2610600	2611553	+							CFLA_RS11820	954		old_locus_tag=Cfla_2336
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2610600	2611553	+	WP_052302840.1	WP_052302840.1		MoxR family ATPase			CFLA_RS11820	954	317	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2611558	2612871	+							CFLA_RS11825	1314		old_locus_tag=Cfla_2337
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2611558	2612871	+	WP_013117561.1	WP_013117561.1		DUF58 domain-containing protein			CFLA_RS11825	1314	437	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2613055	2614044	-							CFLA_RS11830	990		old_locus_tag=Cfla_2338
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2613055	2614044	-	WP_013117562.1	WP_013117562.1		stage II sporulation protein M			CFLA_RS11830	990	329	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	2614120	2614968	+							CFLA_RS11835	849		old_locus_tag=Cfla_2339
